Company,Ratings,Founded,Indian_Headquarter_City,Indian_Headquarter_Country,Main_Headquarter_City,Main_Headquarter_Country,Indian_Employee_Count,Global_Employee_Count,Industry,Highly_Rated,Critically_Rated,Job_Security_Rating,WorkLife_Rating,Company_Culture_Rating,Skill_Development_Rating,Work_Satisfaction_Rating,Compensation_Rating,Career_Growth_Rating
FirstCry,3.5,2010.0,"Pune,Maharashtra",India,"Pune,Maharashtra",India,3752.0,1001-5000,Retail,"Promotions, Work satisfaction, Salary",,3.4,3.4,3.3,3.4,3.3,3.3,2.9
Manipal-Hospitals,4.1,1953.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,25001.0,5001-10000,Healthcare,,,4.0,3.9,3.9,4.0,3.8,3.7,3.4
BHEL,4.2,1964.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,41132.0,10001-50000,Electrical Equipment,"Job security, Work-life balance, Company culture",,4.3,4.1,4.0,4.0,4.0,3.8,3.6
Power-Mech-Projects,3.8,2007.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,9263.0,10001-50000,Engineering & Construction,Job security,Promotions,3.8,3.6,3.4,3.7,3.6,3.4,3.3
Kotak-Securities,3.5,1994.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,4600.0,5001-10000,Financial Services,"Promotions, Work satisfaction, Skill development",,3.4,3.5,3.2,3.1,3.1,3.3,2.8
Pfizer,3.9,2004.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,1598.0,100001+,Pharma,"Work-life balance, Company culture","Promotions, Job security",3.2,4.0,3.9,3.7,3.5,3.6,2.9
NTT-DATA-Business-Solutions,4.1,1989.0,"Hyderabad / Secunderabad, Telangana",India,,,4000.0,10001-50000,IT Services & Consulting,,,4.0,4.0,4.0,3.9,3.9,3.7,3.5
Nuvoco-Vistas,4.1,,,,,,,,,,,,,,,,,
Huawei-Technologies,4.1,2002.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,200.0,100001+,Telecom,"Salary, Skill development, Company culture",,3.4,3.6,3.8,3.9,3.7,4.1,3.7
Force-Motors,3.7,1958.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,4640.0,1001-5000,Automobile,"Promotions, Company culture",,3.6,3.7,3.3,3.4,3.4,3.5,3.1
Simplex-Infrastructures,3.4,1924.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,1549.0,1001-5000,Engineering & Construction,"Promotions, Salary, Work satisfaction",,3.4,3.3,3.4,3.4,3.3,2.8,2.8
Infinite-Computer-Solutions,3.3,2001.0,"Bangalore / Bengaluru, Karnataka",India,"Rockville, Maryland, United States",,15000.0,10001-50000,IT Services & Consulting,,,2.9,3.3,3.0,3.0,3.0,3.1,2.8
"Maruti-Suzuki-India-Limited,-Hansalpur",4.2,,,,,,,,,,,,,,,,,
CitiusTech,3.1,2005.0,,,New Jersey,UnitedStates,4875.0,5001-10000,IT Services & Consulting,"Promotions, Job security, Work satisfaction",,2.8,3.3,3.2,3.2,2.9,2.9,2.6
Reliance-Trends,4.1,2006.0,"Navi Mumbai, Maharashtra",India,"Navi Mumbai, Maharashtra",India,467.0,100001+,Retail,"Job security, Skill development, Company culture",,4.1,3.9,4.0,4.1,3.9,3.6,3.4
Raymond-Lifestyle-Limited,4.2,1925.0,,,New York,United States,16511.0,1001-5000,Fashion & Textile,"Work-life balance, Company culture, Job security",Promotions,4.0,4.1,4.0,3.9,3.9,3.7,3.2
ITC-Hotels,4.1,1975.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,3177.0,1001-5000,Hospitality,"Job security, Skill development, Company culture",,4.1,3.8,3.9,4.0,3.8,3.7,3.4
IndusInd-General-Insurance,3.6,,,,,,,,,,,,,,,,,
Biological-E,4.2,1953.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,4386.0,1001-5000,Pharma,"Job security, Work-life balance, Company culture",,4.4,4.2,4.1,3.8,3.9,3.7,3.5
Ola-Cabs,3.3,2010.0,Bangalore,India,Bangalore,India,7001.0,5001-10000,Internet,"Job security, Promotions, Work-life balance",,2.6,3.0,3.0,3.3,3.1,3.5,2.8
Delphi-TVS,3.8,1989.0,"Kanchipuram, Tamil Nadu",India,"Kanchipuram, Tamil Nadu",India,2939.0,1001-5000,Auto Components,Skill development,Promotions,3.7,3.7,3.7,3.9,3.7,3.4,3.0
Morgan-Stanley,3.6,1931.0,,,"New York, New York",United States (USA),16001.0,50001-100000,Financial Services,"Promotions, Job security, Work satisfaction",,3.0,3.6,3.6,3.3,3.2,3.6,2.9
Renault-Nissan,4.1,2007.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,1157.0,1001-5000,Automobile,"Job security, Work-life balance, Company culture",Promotions,4.0,4.0,3.9,3.9,3.8,3.6,3.3
SGS,3.8,1878.0,,,"Geneva, Geneva",Switzerland,3660.0,100001+,Engineering & Construction,Work-life balance,Promotions,3.6,3.8,3.7,3.6,3.6,3.4,2.9
Extramarks-Education,3.3,,,,,,,,,,,,,,,,,
EPAM-Systems,3.7,1993.0,,,"Newtown, Pennsylvania, United States",,10072.0,10001-50000,IT Services & Consulting,"Salary, Skill development, Work-life balance","Promotions, Job security",3.3,3.8,3.7,3.9,3.4,3.9,3.1
K12-Techno-Services,3.7,2010.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,2646.0,501-1000,EdTech,"Promotions, Job security",,3.3,3.6,3.5,3.6,3.6,3.6,3.3
YASH-Technologies,3.7,1996.0,"Indore, Madhya Pradesh",India,"East Moline, Illinois",United States (USA),4932.0,5001-10000,IT Services & Consulting,"Promotions, Salary",,3.5,3.7,3.7,3.5,3.4,3.3,3.1
Aditya-Birla-Health-Insurance-Co,3.7,2015.0,Mumbai,India,Mumbai,India,4232.0,100001+,Insurance,Promotions,,3.7,3.7,3.6,3.7,3.5,3.6,3.2
Senco-Gold,4.4,1994.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,2721.0,1001-5000,Jewellery,,,4.4,4.2,4.3,4.4,4.1,4.1,4.0
Novartis,4.1,1996.0,"Mumbai, Maharashtra",India,Switzerland,,8400.0,50001-100000,Pharma,"Work-life balance, Company culture, Salary",Promotions,3.8,4.3,4.1,3.7,3.8,4.0,3.3
IDBI-Bank,3.3,1964.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,17555.0,10001-50000,Banking,"Promotions, Work satisfaction, Work-life balance",,3.7,3.0,3.0,3.1,2.9,3.7,2.7
Narayana-Health,4.0,2000.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,11122.0,10001-50000,Healthcare,"Job security, Work-life balance, Skill development",Promotions,4.0,3.9,3.8,3.9,3.7,3.5,3.3
HSBC-Electronic-Data-Processing,4.0,,,,,,24768.0,,IT Services & Consulting,"Job security, Work-life balance, Company culture",Promotions,4.0,4.0,3.9,3.7,3.7,3.4,3.3
SAP,4.1,1972.0,,,"Walldorf, Baden-Württemberg",Germany,16164.0,100001+,Software Product,"Work-life balance, Company culture, Job security",,3.9,4.3,4.2,3.8,3.8,3.6,3.4
Ninjacart,3.8,2015.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,3084.0,1001-5000,Internet,Salary,"Promotions, Job security",3.3,3.5,3.6,3.7,3.5,3.8,3.3
State-Street-Syntel,3.7,2004.0,Mumbai,India,Mumbai,India,740.0,501-1000,Financial Services,Job security,"Promotions, Salary",3.8,3.5,3.6,3.7,3.5,2.9,2.9
Shadowfax-Technologies,3.5,2015.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,4472.0,501-1000,Logistics,"Promotions, Job security, Work satisfaction",,3.1,3.3,3.3,3.4,3.3,3.5,3.1
Trent,3.8,1998.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,27887.0,5001-10000,Retail,Job security,,4.1,3.5,3.6,3.7,3.5,3.7,3.4
AECOM,4.2,1990.0,,,Dallas,USA,4001.0,50001-100000,Engineering & Construction,,,3.8,4.1,4.0,3.9,3.9,3.9,3.4
Schindler,3.9,,,,,,6000.0,,Industrial Machinery,"Skill development, Company culture, Salary",Promotions,3.6,3.6,3.8,3.9,3.6,3.8,3.3
L&T-Energy-Hydrocarbon,3.8,,,,,,,,,,,,,,,,,
Honeywell-Automation,3.8,1906.0,,,"Morris Plains, New Jersey",United States (USA),3140.0,100001+,Industrial Automation,Promotions,,3.7,3.6,3.6,3.6,3.5,3.6,3.1
R.R.-Donnelley,3.6,,,,,,,,,,,,,,,,,
Haier-Appliances-India,4.0,,,,,,,,,,,,,,,,,
NCR-Voyix,3.4,1884.0,,,"Atlanta,Georgia",United States,4082.0,10001-50000,IT Services & Consulting,"Promotions, Skill development, Job security",,3.1,3.6,3.3,3.1,3.2,3.3,2.7
Paisabazaar.com,3.4,,,,,,,,,,,,,,,,,
Motherson-Automotive-Technologies-and-Engineering,3.7,1997.0,Noida,India,Noida,India,1455.0,1001-5000,Auto Components,Job security,Promotions,3.9,3.5,3.5,3.7,3.5,3.4,3.2
V-Guard-Industries,4.3,1977.0,"Kochi/Cochin, Kerala",India,"Kochi/Cochin, Kerala",India,3133.0,1001-5000,Consumer Electronics & Appliances,,,4.2,4.3,4.3,4.1,4.1,3.9,3.4
Dr-Lal-PathLabs,4.2,1949.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,4980.0,1001-5000,Healthcare,"Job security, Skill development, Company culture",,4.1,4.0,4.0,4.1,4.0,4.0,3.7
Microland,3.5,1989.0,Bangalore,India,Bangalore,India,3034.0,1001-5000,IT Services & Consulting,"Promotions, Work satisfaction, Salary",,3.5,3.4,3.3,3.4,3.2,3.2,2.9
Philips,3.8,1930.0,,,Amsterdam,Netherlands,5832.0,50001-100000,Medical Equipment,Work-life balance,"Promotions, Job security",3.3,3.9,3.7,3.5,3.5,3.7,3.1
CMS-Infosystems,3.5,2008.0,"Mumbai,Maharashtra",India,"Mumbai,Maharashtra",India,8647.0,5001-10000,Software Product,"Promotions, Salary, Work satisfaction",,3.3,3.3,3.2,3.3,3.2,3.1,2.8
Uflex,3.8,1985.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,7619.0,5001-10000,Packaging,,,4.0,3.8,3.5,3.6,3.6,3.7,3.3
Globiva,3.0,2017.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,2970.0,1001-5000,BPO,"Promotions, Work satisfaction, Salary",,2.9,2.9,2.9,2.9,2.8,2.8,2.6
Crisil,3.5,1987.0,"Mumbai,Maharashtra",India,"Mumbai,Maharashtra",India,4666.0,1001-5000,Analytics & KPO,,,3.6,3.6,3.6,3.4,3.3,3.0,2.8
Gabriel-India-Limited,4.1,1961.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,3160.0,1001-5000,Auto Components,"Job security, Skill development, Company culture",,4.2,3.8,3.9,4.0,3.7,3.8,3.4
Spinny,3.6,2015.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",India,4146.0,1001-5000,Internet,"Promotions, Work-life balance, Job security",,3.3,3.3,3.4,3.4,3.4,3.5,3.0
CNH-(Case-New-Holland),3.7,,,,,,,,,,,,,,,,,
Parle-Products,3.9,1929.0,Mumbai,India,Mumbai,India,3617.0,10001-50000,FMCG,Salary,Promotions,3.6,3.6,3.5,3.6,3.5,3.9,3.3
Adecco-Group,3.8,1999.0,,,"Zurich,Zurich",Switzerland,1401.0,10001-50000,Recruitment,Work-life balance,Promotions,3.5,3.8,3.7,3.5,3.6,3.7,3.1
Aye-Finance,4.1,2014.0,"Gurgaon / Gurugram, Haryana",India,"Gurgaon / Gurugram, Haryana",India,10091.0,10001-50000,NBFC,,,3.9,4.0,4.0,3.9,3.9,4.1,3.7
HTC-Global-Services,3.4,1990.0,"Chennai, Tamil Nadu",India,"Troy, Michigan",United States (USA),4443.0,10001-50000,IT Services & Consulting,"Promotions, Skill development, Work satisfaction",,3.2,3.6,3.2,3.1,3.2,3.2,2.7
Aadhar-Housing-Finance,4.0,2010.0,"Mumbai,Maharashtra",India,"Mumbai,Maharashtra",India,4583.0,1001-5000,NBFC,"Salary, Skill development, Company culture",,3.8,3.7,3.8,3.9,3.8,3.9,3.7
Angel-One,3.6,1996.0,,,"Faridabad, Haryana",India,3823.0,1001-5000,FinTech,"Promotions, Job security",,3.3,3.6,3.5,3.4,3.4,3.6,3.1
DHL-Supply-Chain,4.2,1969.0,"Mumbai, Maharashtra",India,Bonn,Germany,2449.0,100001+,Logistics,,,4.3,4.1,4.1,4.0,4.0,3.7,3.4
G-R-Infraprojects,4.1,1995.0,"Gurgaon / Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,10940.0,10001-50000,Engineering & Construction,"Salary, Work-life balance, Skill development",,3.6,3.9,3.8,3.9,3.8,4.0,3.7
Lucas-TVS,3.9,1962.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,7001.0,5001-10000,Auto Components,Job security,Promotions,3.8,3.7,3.7,3.7,3.6,3.4,3.1
Google,4.4,1998.0,,,"Mountain View,California",United States,46261.0,1001-5000,Software Product,"Company culture, Work-life balance, Salary",,4.1,4.4,4.4,4.3,4.3,4.3,4.1
Tekwissen,4.9,2009.0,"Visakhapatnam, Andhra Pradesh",India,"Visakhapatnam, Andhra Pradesh",India,364.0,501-1000,IT Services & Consulting,,,4.9,4.9,4.9,4.9,4.9,4.7,4.4
Thomson-Reuters,3.7,2008.0,,,,Array,6000.0,,Software Product,,,3.5,4.0,3.8,3.5,3.5,3.5,3.0
TELUS-Digital,3.5,2005.0,,India,"Vancouver, British Columbia",,1837.0,100001+,IT Services & Consulting,"Promotions, Job security, Work satisfaction",,3.2,3.6,3.5,3.3,3.3,3.4,3.0
NTPC,4.2,1975.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,16646.0,10001-50000,Power,"Company culture, Work-life balance, Job security",,4.0,4.1,4.1,4.0,4.0,3.9,3.5
Safexpress,3.9,1997.0,"Gurgaon / Gurugram, Haryana",India,"Gurgaon / Gurugram, Haryana",India,4375.0,1001-5000,Logistics,"Job security, Company culture, Work-life balance","Promotions, Salary",4.2,3.8,3.8,3.6,3.7,3.3,3.2
Iris-Software,3.8,1991.0,,,"Edison, New Jersey",United States (USA),4300.0,1001-5000,IT Services & Consulting,,,3.5,3.8,3.8,3.7,3.6,3.7,3.3
Infinx,3.7,2012.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,6601.0,1001-5000,Software Product,,,3.8,3.7,3.6,3.6,3.6,3.4,3.2
Tata-Power,3.9,1915.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,22572.0,10001-50000,Power,,,4.2,3.9,3.8,3.8,3.7,3.3,3.1
ICICI-Home-Finance,3.7,1999.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,5936.0,5001-10000,Financial Services,Salary,,3.5,3.6,3.5,3.6,3.4,3.8,3.5
Trident-Group,3.2,1990.0,"Ludhiana, Punjab",India,"Ludhiana, Punjab",India,13804.0,10001-50000,Fashion & Textile,,,2.6,2.9,2.9,3.3,3.0,4.1,3.1
Verizon,3.5,2000.0,,,"Basking Ridge, NJ",,6554.0,100001+,Telecom,Salary,"Promotions, Job security, Work satisfaction",3.0,3.6,3.5,3.4,3.3,3.9,2.8
NeoSOFT,3.3,1996.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,3063.0,1001-5000,IT Services & Consulting,"Promotions, Job security, Company culture",,3.0,3.3,3.1,3.4,3.2,3.3,3.0
CSB-Bank,3.3,,,,,,,,,,,,,,,,,
PI-Industries,3.8,1947.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,3566.0,1001-5000,Agro Chemicals,Salary,Promotions,3.7,3.7,3.5,3.7,3.5,3.8,3.2
Torrent-Power,3.8,1996.0,"Ahmedabad, Gujrat",India,"Ahmedabad, Gujrat",India,7969.0,5001-10000,Power,,,4.3,3.9,3.7,3.5,3.5,3.2,3.0
Tata-Tele-Business-Services,3.6,1995.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1378.0,,Telecom,"Promotions, Work satisfaction",,3.5,3.6,3.4,3.5,3.3,3.4,3.0
Jindal-Saw,4.1,1984.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,7511.0,10001-50000,Iron & Steel,"Job security, Work-life balance, Salary",,4.1,3.9,3.7,3.7,3.8,3.8,3.5
Hindustan-Aeronautics,4.3,1940.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,36695.0,10001-50000,Defence & Aerospace,"Work-life balance, Job security, Skill development",,4.2,4.3,4.1,4.2,4.2,3.9,3.6
Polycab-Wires,4.0,1996.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,5258.0,5001-10000,Electrical Equipment,"Salary, Work-life balance",,3.6,3.8,3.7,3.6,3.6,3.9,3.5
TVS-Sundram-Fasteners,3.6,,,,,,,,,,,,,,,,,
Aragen-Life-Sciences,3.9,2000.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,4001.0,1001-5000,Clinical Research,"Job security, Company culture, Work-life balance",Promotions,3.9,3.8,3.8,3.8,3.7,3.5,3.3
KENT-RO-Systems,3.7,1999.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,3500.0,1001-5000,Consumer Electronics & Appliances,Work-life balance,Promotions,3.5,3.8,3.5,3.4,3.6,3.6,3.2
First-American-(India),3.5,,,,,,,,,,,,,,,,,
Medi-Assist-India,3.5,2000.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,4957.0,1001-5000,Insurance,"Promotions, Salary, Work satisfaction",,3.5,3.4,3.4,3.3,3.3,2.8,2.6
Godrej-Properties,3.7,1990.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,4199.0,1001-5000,Real Estate,Salary,"Promotions, Work satisfaction",3.7,3.4,3.5,3.5,3.3,4.0,3.0
AXA-Global-Business-Services,3.7,1946.0,,,"Paris, France",France,1290.0,5001-10000,IT Services & Consulting,"Work-life balance, Company culture, Job security","Promotions, Salary",3.8,3.9,3.8,3.4,3.4,3.1,3.0
Infra.Market,3.9,,,,,,,,,,,,,,,,,
Provana,4.0,2011.0,,,"Lisle, Illinois",United States (USA),1201.0,501-1000,BPO,"Company culture, Work-life balance, Job security",,3.8,3.9,3.9,3.8,3.8,3.6,3.6
Fusion-CX,3.3,,,,,,,,,,,,,,,,,
Capri-Global-Capital,3.6,1997.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,8084.0,5001-10000,NBFC,,,3.3,3.5,3.4,3.5,3.4,3.6,3.3
Honda-Cars,4.3,1995.0,,,"Greater Noida, Uttar Pradesh",India,5772.0,"1,001-5,000",Automobile,"Work-life balance, Company culture, Job security",,4.2,4.4,4.2,4.0,4.1,4.1,3.7
AkzoNobel,4.1,1939.0,"Gurgaon / Gurugram, Haryana",India,Amsterdam,Netherlands,1577.0,1001-5000,Chemicals,,,3.7,3.9,4.0,3.8,3.8,3.9,3.3
Haldiram-Foods-International-Limited,3.8,1970.0,"Nagpur, Maharashtra",India,"Nagpur, Maharashtra",India,16001.0,10001-50000,FMCG,Promotions,,3.5,3.6,3.4,3.6,3.5,3.5,3.2
Sterling-&-Wilson,4.0,1927.0,Mumbai,India,Mumbai,India,3001.0,1001-5000,Engineering & Construction,,,3.9,3.9,3.8,3.8,3.8,3.8,3.5
DIVI'S-Laboratories,3.6,1990.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,10542.0,10001-50000,Pharma,Salary,"Promotions, Work satisfaction, Company culture",3.7,3.3,3.1,3.3,3.1,3.8,3.0
Innovsource-Services,3.9,2004.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,1182.0,1001-5000,Recruitment,Work-life balance,Promotions,3.5,3.8,3.7,3.6,3.6,3.6,3.1
Cafe-Coffee-Day,3.7,1996.0,"Bengaluru, Karnataka",India,"Bengaluru, Karnataka",India,15001.0,5001-10000,Hospitality,"Promotions, Salary",,3.5,3.6,3.4,3.5,3.5,3.3,3.0
Digit-Insurance,3.7,2016.0,"Bengaluru/Bangalore, Karnataka",India,"Bengaluru/Bangalore, Karnataka",India,4534.0,1001-5000,Insurance,Promotions,,3.7,3.6,3.6,3.7,3.6,3.5,3.3
MetLife,4.0,2008.0,,,New York,United States (USA),4000.0,10001-50000,Insurance,"Job security, Work-life balance, Company culture",Promotions,4.1,4.1,4.0,3.7,3.7,3.6,3.3
Hindustan-Petroleum,4.2,1974.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,8049.0,5001-10000,Oil & Gas,"Company culture, Job security, Salary",,4.0,4.0,4.0,4.0,3.9,4.0,3.6
Stellar-Migration,1.3,,,,,,,,Other,"Work satisfaction, Promotions, Skill development",,1.3,1.3,1.3,1.3,1.3,1.3,1.3
SS&C-TECHNOLOGIES,3.2,,,,,,,,,,,,,,,,,
Tata-Communications-Transformation-Services,3.8,2006.0,Mumbai,India,Mumbai,India,4001.0,5001-10000,Telecom,Work-life balance,"Promotions, Salary",3.7,3.8,3.7,3.5,3.5,3.2,2.9
Reckitt-Benckiser,4.0,1999.0,,,"Slough,Slough",United Kingdom,3401.0,10001-50000,FMCG,"Salary, Work-life balance",Promotions,3.7,3.9,3.7,3.6,3.7,3.9,3.2
LivSpace,3.3,2014.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,5001.0,1001-5000,Architecture & Interior Design,"Promotions, Work satisfaction, Job security",,3.0,3.1,3.2,3.1,3.0,3.3,2.7
Isgec-Heavy-Engineering,3.8,1933.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,4000.0,1001-5000,Engineering & Construction,Job security,Promotions,3.9,3.5,3.4,3.5,3.4,3.7,3.1
USHA-International,4.0,1935.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,2319.0,1001-5000,Consumer Electronics & Appliances,"Work-life balance, Company culture, Job security",Promotions,3.9,4.0,3.9,3.9,3.8,3.7,3.3
Air-India,3.4,1932.0,"Gurgaon / Gurugram, Haryana",India,,,12001.0,100001+,Aviation,"Promotions, Work satisfaction, Company culture",,3.4,3.3,3.1,3.3,3.1,3.3,2.8
Adani-Green-Energy,3.9,2015.0,"Ahmedabad, Gujrat",India,"Ahmedabad, Gujrat",India,1247.0,1001-5000,Power,"Salary, Skill development",,3.7,3.6,3.7,3.9,3.7,4.0,3.4
USV,4.0,1961.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,7134.0,5001-10000,Pharma,,,3.8,3.8,3.8,3.8,3.7,3.8,3.5
Kalyan-Jewellers,4.4,1993.0,"Thrissur, Kerala",India,"Thrissur, Kerala",India,12534.0,10001-50000,Jewellery,"Salary, Job security, Skill development",,4.3,4.2,4.2,4.3,4.1,4.4,4.1
HDFC-Securities,3.4,2000.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,3521.0,1001-5000,Financial Services,"Promotions, Work satisfaction, Company culture",,3.3,3.2,3.1,3.2,3.0,3.4,2.9
BT-Business,3.9,,,,,,,,,,,,,,,,,
Security-and-Intelligence-Services-(India),4.0,,,,,,,,,,,,,,,,,
XBP-Global,3.2,,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,,,Internet,"Promotions, Skill development, Salary",,3.0,3.2,3.0,2.9,3.1,2.9,2.5
Rungta-Mines,4.0,,,,,,,,,,,,,,,,,
Annapurna-Finance,3.8,2009.0,"Bhubaneswar,Odisha",India,"Bhubaneswar,Odisha",India,15709.0,1001-5000,NBFC,Salary,Promotions,3.7,3.6,3.6,3.6,3.6,3.8,3.3
Rungta-Mines,4.0,,,,,,,,,,,,,,,,,
Vedantu,3.3,2011.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,5095.0,5001-10000,EdTech,"Job security, Promotions, Work satisfaction",,2.6,3.0,3.0,3.1,2.9,3.3,2.7
Future-Retail,4.4,1987.0,,,"San Francisco,California",United States,32012.0,10001-50000,Retail,"Company culture, Skill development, Work-life balance",,4.1,4.2,4.3,4.3,4.2,4.1,4.0
Orchids-International-School,3.9,2004.0,"Nasik/Nashik, Maharashtra",India,"Nasik/Nashik, Maharashtra",India,7001.0,1001-5000,Education & Training,Skill development,,3.6,3.7,3.7,4.0,3.7,3.6,3.5
Dhani-Loans-and-Services,3.9,,"New Delhi, Delhi",India,"New Delhi, Delhi",India,1890.0,,NBFC,Work-life balance,"Promotions, Job security",3.2,3.8,3.5,3.6,3.6,3.7,3.2
Bata,3.5,1931.0,,,Lausanne,Switzerland,4073.0,10001-50000,Fashion & Textile,"Promotions, Work satisfaction, Work-life balance",,3.3,3.3,3.3,3.4,3.3,3.4,3.0
BVG-India,4.2,1997.0,"Pune,Maharashtra",India,"Pune,Maharashtra",India,2000.0,10001-50000,Facility Management Services,,,4.0,4.1,4.0,4.0,4.0,3.7,3.6
Granules-India-Limited,3.8,1984.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,4066.0,1001-5000,Pharma,Promotions,,3.6,3.6,3.5,3.4,3.4,3.7,3.3
Metro-Cash-&-Carry,4.0,2003.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,3500.0,50001-100000,Retail,"Work-life balance, Company culture, Job security",Promotions,3.8,3.9,3.8,3.8,3.7,3.7,3.3
Mother-Dairy-Fruit-&-Vegetable,4.0,1974.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,2979.0,1001-5000,Food Processing,"Job security, Work-life balance, Company culture",Promotions,4.2,4.0,3.8,3.7,3.8,3.7,3.3
Orange-Business,4.1,1992.0,,,Paris,France,5001.0,10001-50000,IT Services & Consulting,"Work-life balance, Company culture, Job security",Promotions,4.0,4.3,4.1,3.7,3.8,3.6,3.1
Hitachi-Astemo,4.1,,,,,,2729.0,50001-100000,Auto Components,"Company culture, Job security, Work-life balance",Promotions,4.0,4.0,4.0,3.8,3.8,3.5,3.2
TTEC-India,3.7,1984.0,"Ahmedabad, Gujarat",India,"Austin, Texas",United States,3500.0,10001-50000,BPO,,,3.6,3.7,3.8,3.4,3.5,3.3,3.0
Cushman-&-Wakefield,4.1,1917.0,,,Chicago,United States (USA),1661.0,10001-50000,Real Estate,"Company culture, Work-life balance, Job security",,4.0,4.1,4.1,3.9,3.9,3.9,3.4
FactSet,3.7,1978.0,"Hyderabad / Secunderabad, Telangana",India,"Norwalk,Connecticut",United States,5338.0,10001-50000,Analytics & KPO,"Work-life balance, Company culture, Job security","Promotions, Skill development, Salary",3.8,3.9,3.8,3.1,3.3,3.1,2.9
NEC,4.0,2006.0,"New Delhi, Delhi",India,"New Delhi, Delhi",India,6000.0,100001+,IT Services & Consulting,"Work-life balance, Company culture, Salary",,3.8,4.1,4.0,3.9,3.9,3.9,3.7
Indian-Navy,4.6,1950.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,73869.0,50001-100000,Defence & Aerospace,"Job security, Skill development, Company culture",,4.7,4.3,4.4,4.5,4.4,4.4,4.3
Medanta-the-Medicity,4.0,2009.0,Gurgaon,India,Gurgaon,India,10260.0,10001-50000,Healthcare,"Job security, Skill development, Company culture",,4.1,3.8,3.8,4.0,3.8,3.6,3.4
